ID,Session ID,Vote,Opinion Text,Submitted At,Is Flagged,Flagged By,Flagged At,Flag Reason,Access Type,Group/Participant Name,Participation Code,Access Granted At,Participation URL,Page Visit Timestamps,Module Status,How has AI changed your life? Please answer briefly in 2–3 sentences. (text),Full Response Metadata (JSON)
8635,mf1wrnzj-q62ulk,no-vote,"it has helped to plan trips easily , help with my daughters homework , able to find accurate data .helps me to create a better mails , has been a teacher to help me learn new language. curate my recipe's been a friend in need always .reduced a lot of time as it has helped me brain storm ideas for my kids projects as well as mine",2025-09-02T02:07:31.084632+00:00,False,,,,public,,,2025-09-02T02:07:29.840Z,https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=65d9fe540f9cfbf106f1e5ca&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b64fac015bfce37eeaf1f8,Page 1: 02:00:23; Page 2: 02:07:24,How has AI changed your life? Please answer briefly in 2–3 sentences.: Visible,"it has helped to plan trips easily , help with my daughters homework , able to find accurate data .helps me to create a better mails , has been a teacher to help me learn new language. curate my recipe's been a friend in need always .reduced a lot of time as it has helped me brain storm ideas for my kids projects as well as mine","{""_session_id"": ""mf1wiiqn-55iuip"", ""_page_visits"": {""0"": ""2025-09-02T02:00:23.249Z"", ""1"": ""2025-09-02T02:07:24.600Z""}, ""_submitted_at"": ""2025-09-02T02:07:31.084240"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""How has AI changed your life? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:07:29.840Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=65d9fe540f9cfbf106f1e5ca&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b64fac015bfce37eeaf1f8"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""it has helped to plan trips easily , help with my daughters homework , able to find accurate data .helps me to create a better mails , has been a teacher to help me learn new language. curate my recipe's been a friend in need always .reduced a lot of time as it has helped me brain storm ideas for my kids projects as well as mine""}"
8630,mf1wr65j-jx0f3z,no-vote,"When I look for answers when using bing I use copilot or chatgpt, It also gave me 10 steps to get started in investing",2025-09-02T02:07:06.925408+00:00,False,,,,public,,,2025-09-02T02:07:06.727Z,https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=5cd495a08cb2d50001dab799&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b650f60508a7cf7b19067f,Page 1: 02:05:49; Page 2: 02:06:56,How has AI changed your life? Please answer briefly in 2–3 sentences.: Visible,"When I look for answers when using bing I use copilot or chatgpt, It also gave me 10 steps to get started in investing","{""_session_id"": ""mf1wpilf-zr50lr"", ""_page_visits"": {""0"": ""2025-09-02T02:05:49.662Z"", ""1"": ""2025-09-02T02:06:56.211Z""}, ""_submitted_at"": ""2025-09-02T02:07:06.925033"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""How has AI changed your life? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:07:06.727Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=5cd495a08cb2d50001dab799&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b650f60508a7cf7b19067f"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""When I look for answers when using bing I use copilot or chatgpt, It also gave me 10 steps to get started in investing""}"
8627,mf1wq8ry-bsyi0x,no-vote,"At first, AI made me believe that I would be losing my job because companies will be automated, but now I think that AI would make my life easier because once I learn how to use AII could have AI work for me and generate me money.",2025-09-02T02:06:23.509608+00:00,False,,,,public,,,2025-09-02T02:06:23.470Z,https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=5d58a7115f36a80016f9982b&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b6508b0e9f005cd56885ee,Page 1: 02:04:03; Page 2: 02:06:07,How has AI changed your life? Please answer briefly in 2–3 sentences.: Visible,"At first, AI made me believe that I would be losing my job because companies will be automated, but now I think that AI would make my life easier because once I learn how to use AII could have AI work for me and generate me money.","{""_session_id"": ""mf1wn90u-ly4d20"", ""_page_visits"": {""0"": ""2025-09-02T02:04:03.918Z"", ""1"": ""2025-09-02T02:06:07.244Z""}, ""_submitted_at"": ""2025-09-02T02:06:23.508830"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""How has AI changed your life? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:06:23.470Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=5d58a7115f36a80016f9982b&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b6508b0e9f005cd56885ee"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""At first, AI made me believe that I would be losing my job because companies will be automated, but now I think that AI would make my life easier because once I learn how to use AII could have AI work for me and generate me money.""}"
8598,mf1woafn-h5nr34,no-vote,I feel like A.I. has made it harder for social media to be a place for people to express themselves and interreact with others. I feel it is a lot harder for me to find actual people in comment sections or actual creators I'm interested in. I feel A.I. has also made it to where many people who use it have their critical thinking skills diminish due to having A.I. do research and writing for them. Which spreads a lot of misinformation as well.  ,2025-09-02T02:04:53.172800+00:00,False,,,,public,,,2025-09-02T02:04:52.307Z,https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=5f828002935db93a4d29d577&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b6501b40cc7fde814bed37,Page 1: 02:02:12; Page 2: 02:04:46,How has AI changed your life? Please answer briefly in 2–3 sentences.: Visible,I feel like A.I. has made it harder for social media to be a place for people to express themselves and interreact with others. I feel it is a lot harder for me to find actual people in comment sections or actual creators I'm interested in. I feel A.I. has also made it to where many people who use it have their critical thinking skills diminish due to having A.I. do research and writing for them. Which spreads a lot of misinformation as well.  ,"{""_session_id"": ""mf1wkush-ouv6xx"", ""_page_visits"": {""0"": ""2025-09-02T02:02:12.212Z"", ""1"": ""2025-09-02T02:04:46.655Z""}, ""_submitted_at"": ""2025-09-02T02:04:53.172039"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""How has AI changed your life? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:04:52.307Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=5f828002935db93a4d29d577&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b6501b40cc7fde814bed37"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""I feel like A.I. has made it harder for social media to be a place for people to express themselves and interreact with others. I feel it is a lot harder for me to find actual people in comment sections or actual creators I'm interested in. I feel A.I. has also made it to where many people who use it have their critical thinking skills diminish due to having A.I. do research and writing for them. Which spreads a lot of misinformation as well.  ""}"
8588,mf1wnpul-pvplco,no-vote,"Personally, it is very helpful in my day to day life in thst I'm able to more effectively do research. It is a tool that I'd been hoping would one day exist (in terms of research). Nevertheless, i do recognize that it can have very detrimental impacts on the environment and people's livelyhood. I like to imagine that my personal use of AI creates a much smaller impact as opposed to big corporations' use of it.",2025-09-02T02:04:26.378858+00:00,False,,,,public,,,2025-09-02T02:04:25.630Z,https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=62e048dfdad3b6080f9a0b0c&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b65000427872d45354d46c,Page 1: 02:01:43; Page 2: 02:04:23,How has AI changed your life? Please answer briefly in 2–3 sentences.: Visible,"Personally, it is very helpful in my day to day life in thst I'm able to more effectively do research. It is a tool that I'd been hoping would one day exist (in terms of research). Nevertheless, i do recognize that it can have very detrimental impacts on the environment and people's livelyhood. I like to imagine that my personal use of AI creates a much smaller impact as opposed to big corporations' use of it.","{""_session_id"": ""mf1wk8zm-uiylmu"", ""_page_visits"": {""0"": ""2025-09-02T02:01:43.917Z"", ""1"": ""2025-09-02T02:04:23.421Z""}, ""_submitted_at"": ""2025-09-02T02:04:26.378502"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""How has AI changed your life? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:04:25.630Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=62e048dfdad3b6080f9a0b0c&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b65000427872d45354d46c"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""Personally, it is very helpful in my day to day life in thst I'm able to more effectively do research. It is a tool that I'd been hoping would one day exist (in terms of research). Nevertheless, i do recognize that it can have very detrimental impacts on the environment and people's livelyhood. I like to imagine that my personal use of AI creates a much smaller impact as opposed to big corporations' use of it.""}"
8587,mf1wnpaz-34h7xn,no-vote,AI has changed my life by providing me with opportunities to enhance my work performance with it's assistance. It has also helped me assist my children with their homework better and maximize efficiency as their tutor as needed. AI has reminded me of the importance of my own skill development so I can become indispensable in my own right.,2025-09-02T02:04:25.670262+00:00,False,,,,public,,,2025-09-02T02:04:24.923Z,https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=65d0b965045891ca868a35a2&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b65031443611a28ef76051,Page 1: 02:02:34; Page 2: 02:04:22,How has AI changed your life? Please answer briefly in 2–3 sentences.: Visible,AI has changed my life by providing me with opportunities to enhance my work performance with it's assistance. It has also helped me assist my children with their homework better and maximize efficiency as their tutor as needed. AI has reminded me of the importance of my own skill development so I can become indispensable in my own right.,"{""_session_id"": ""mf1wlcbz-r599j6"", ""_page_visits"": {""0"": ""2025-09-02T02:02:34.939Z"", ""1"": ""2025-09-02T02:04:22.560Z""}, ""_submitted_at"": ""2025-09-02T02:04:25.669901"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""How has AI changed your life? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:04:24.923Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=65d0b965045891ca868a35a2&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b65031443611a28ef76051"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""AI has changed my life by providing me with opportunities to enhance my work performance with it's assistance. It has also helped me assist my children with their homework better and maximize efficiency as their tutor as needed. AI has reminded me of the importance of my own skill development so I can become indispensable in my own right.""}"
8558,mf1wlhw6-7a58v8,no-vote,AI has been great for helping me as search engine essentially. I also use it for food recipes and analysis for sports.,2025-09-02T02:02:42.201340+00:00,False,,,,public,,,2025-09-02T02:02:42.006Z,https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=5fadeb340e10471fdeb5fbf5&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b64d47563f557dd604f7fa,Page 1: 01:55:17; Page 2: 02:02:39,How has AI changed your life? Please answer briefly in 2–3 sentences.: Visible,AI has been great for helping me as search engine essentially. I also use it for food recipes and analysis for sports.,"{""_session_id"": ""mf1wbyls-afzeg9"", ""_page_visits"": {""0"": ""2025-09-02T01:55:17.147Z"", ""1"": ""2025-09-02T02:02:39.779Z""}, ""_submitted_at"": ""2025-09-02T02:02:42.200980"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""How has AI changed your life? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:02:42.006Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=5fadeb340e10471fdeb5fbf5&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b64d47563f557dd604f7fa"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""AI has been great for helping me as search engine essentially. I also use it for food recipes and analysis for sports.""}"
8531,mf1widg9-9v2scl,no-vote,AI has changed my life in a positive way. I sell on ebay and I use chatgpt every day to research prices and get help with titles. It also helps write complete descriptions for me. ,2025-09-02T02:01:35.227578+00:00,False,,,,public,,,2025-09-02T02:00:16.282Z,https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=642b2d8a7b84306d49e2f4b0&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b64f75c98f07c126875271,Page 1: 01:59:22; Page 2: 02:00:14,How has AI changed your life? Please answer briefly in 2–3 sentences.: Visible,AI has changed my life in a positive way. I sell on ebay and I use chatgpt every day to research prices and get help with titles. It also helps write complete descriptions for me. ,"{""_session_id"": ""mf1wh7pn-gh4kid"", ""_page_visits"": {""0"": ""2025-09-02T01:59:22.343Z"", ""1"": ""2025-09-02T02:00:14.030Z""}, ""_submitted_at"": ""2025-09-02T02:01:35.227167"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""How has AI changed your life? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:00:16.282Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=642b2d8a7b84306d49e2f4b0&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b64f75c98f07c126875271"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""AI has changed my life in a positive way. I sell on ebay and I use chatgpt every day to research prices and get help with titles. It also helps write complete descriptions for me. ""}"
8516,mf1wj3qg-0u8g9y,no-vote,I can write better letters with more depth and less words. I like the enhancement. I can get descriptive information.,2025-09-02T02:00:50.623146+00:00,False,,,,public,,,2025-09-02T02:00:50.345Z,https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=565bbc1ec121fe0012fc3782&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b64f57effcff3d868327ae,Page 1: 01:58:57; Page 2: 01:59:45,How has AI changed your life? Please answer briefly in 2–3 sentences.: Visible,I can write better letters with more depth and less words. I like the enhancement. I can get descriptive information.,"{""_session_id"": ""mf1wgo8p-dkpe2m"", ""_page_visits"": {""0"": ""2025-09-02T01:58:57.107Z"", ""1"": ""2025-09-02T01:59:45.722Z""}, ""_submitted_at"": ""2025-09-02T02:00:50.622757"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""How has AI changed your life? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:00:50.345Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=565bbc1ec121fe0012fc3782&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b64f57effcff3d868327ae"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""I can write better letters with more depth and less words. I like the enhancement. I can get descriptive information.""}"
8505,mf1wijb0-qsjtcc,no-vote,"AI has helped me develop several documents for my business that I have. It has given me policies, terms and conditions, as well as given me insight for how things can run smoothly.",2025-09-02T02:00:23.977820+00:00,False,,,,public,,,2025-09-02T02:00:23.868Z,https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=60e5caad22e3f82821cf5d15&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b64e0b687c26974b0348f2,Page 1: 01:53:22; Page 2: 02:00:20,How has AI changed your life? Please answer briefly in 2–3 sentences.: Visible,"AI has helped me develop several documents for my business that I have. It has given me policies, terms and conditions, as well as given me insight for how things can run smoothly.","{""_session_id"": ""mf1w9iga-38nraz"", ""_page_visits"": {""0"": ""2025-09-02T01:53:22.964Z"", ""1"": ""2025-09-02T02:00:20.228Z""}, ""_submitted_at"": ""2025-09-02T02:00:23.977471"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""How has AI changed your life? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:00:23.868Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=60e5caad22e3f82821cf5d15&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b64e0b687c26974b0348f2"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""AI has helped me develop several documents for my business that I have. It has given me policies, terms and conditions, as well as given me insight for how things can run smoothly.""}"
8449,mf1wfh6x-etxowc,no-vote,AI hasn't changed my life hardly at all. The only time I use it is when I get answers to Google searches.,2025-09-02T01:58:01.172951+00:00,False,,,,public,,,2025-09-02T01:58:01.161Z,https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=5dd38420a71de83809342ca3&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b64ee81e0edb4f468d562a,Page 1: 01:57:04; Page 2: 01:57:50,How has AI changed your life? Please answer briefly in 2–3 sentences.: Visible,AI hasn't changed my life hardly at all. The only time I use it is when I get answers to Google searches.,"{""_session_id"": ""mf1we91g-k1q3na"", ""_page_visits"": {""0"": ""2025-09-02T01:57:04.628Z"", ""1"": ""2025-09-02T01:57:50.879Z""}, ""_submitted_at"": ""2025-09-02T01:58:01.172580"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""How has AI changed your life? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T01:58:01.161Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=5dd38420a71de83809342ca3&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b64ee81e0edb4f468d562a"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""AI hasn't changed my life hardly at all. The only time I use it is when I get answers to Google searches.""}"
8448,mf1wfcxx-fma49b,no-vote,"It has helped me understand things more, find out more for information. It has provided efficiency in my life and got me answers more quickly and personal, unlike a typical google search before. ",2025-09-02T01:57:57.498772+00:00,False,,,,public,,,2025-09-02T01:57:55.654Z,https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=63b703a29611ae603966dac3&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b64eb34f2a7b7101f722fc,Page 1: 01:56:10; Page 2: 01:57:51,How has AI changed your life? Please answer briefly in 2–3 sentences.: Visible,"It has helped me understand things more, find out more for information. It has provided efficiency in my life and got me answers more quickly and personal, unlike a typical google search before. ","{""_session_id"": ""mf1wd40m-7x8jqm"", ""_page_visits"": {""0"": ""2025-09-02T01:56:10.984Z"", ""1"": ""2025-09-02T01:57:51.830Z""}, ""_submitted_at"": ""2025-09-02T01:57:57.498436"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""How has AI changed your life? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T01:57:55.654Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=63b703a29611ae603966dac3&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b64eb34f2a7b7101f722fc"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""It has helped me understand things more, find out more for information. It has provided efficiency in my life and got me answers more quickly and personal, unlike a typical google search before. ""}"
8437,mf1weh2a-5h9af0,no-vote,AI makes google searches faster without having to scroll. It helps me make designs for shirts much faster.,2025-09-02T01:57:14.763547+00:00,False,,,,public,,,2025-09-02T01:57:14.338Z,https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=5d924b1fc48e5f0017ad2579&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b64eb14db49257127819ef,Page 1: 01:56:08; Page 2: 01:57:10,How has AI changed your life? Please answer briefly in 2–3 sentences.: Visible,AI makes google searches faster without having to scroll. It helps me make designs for shirts much faster.,"{""_session_id"": ""mf1wd1xr-86pe8q"", ""_page_visits"": {""0"": ""2025-09-02T01:56:08.205Z"", ""1"": ""2025-09-02T01:57:10.415Z""}, ""_submitted_at"": ""2025-09-02T01:57:14.763166"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""How has AI changed your life? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T01:57:14.338Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=5d924b1fc48e5f0017ad2579&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b64eb14db49257127819ef"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""AI makes google searches faster without having to scroll. It helps me make designs for shirts much faster.""}"
8425,mf1wdsh3-xbrgv4,no-vote,"It has made certain aspects of my life more convenient.  However, it has also made my work more challenging.  As a university educator, it's become difficult to teach students the importance of genuineness and authenticity.",2025-09-02T01:56:42.802845+00:00,False,,,,public,,,2025-09-02T01:56:42.472Z,https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=68b2083b4730246dc6281533&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b64e7c40aa9397f300d01b,Page 1: 01:55:16; Page 2: 01:56:37,How has AI changed your life? Please answer briefly in 2–3 sentences.: Visible,"It has made certain aspects of my life more convenient.  However, it has also made my work more challenging.  As a university educator, it's become difficult to teach students the importance of genuineness and authenticity.","{""_session_id"": ""mf1wby6s-jlm9lu"", ""_page_visits"": {""0"": ""2025-09-02T01:55:16.625Z"", ""1"": ""2025-09-02T01:56:37.928Z""}, ""_submitted_at"": ""2025-09-02T01:56:42.802474"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""How has AI changed your life? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T01:56:42.472Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=68b2083b4730246dc6281533&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b64e7c40aa9397f300d01b"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""It has made certain aspects of my life more convenient.  However, it has also made my work more challenging.  As a university educator, it's become difficult to teach students the importance of genuineness and authenticity.""}"
